name,locations
magikarp,kanto-sea-route-20-area
magikarp,cinnabar-island-area
magikarp,viridian-city-area
magikarp,cerulean-city-area
magikarp,vermilion-city-area
magikarp,celadon-city-area
magikarp,fuchsia-city-area
magikarp,pallet-town-area
magikarp,kanto-route-26-area
magikarp,kanto-route-27-area
magikarp,kanto-route-28-area
magikarp,kanto-route-4-area
magikarp,kanto-route-6-area
magikarp,kanto-route-9-area
magikarp,kanto-route-10-area
magikarp,kanto-route-11-area
magikarp,kanto-route-13-area
magikarp,kanto-route-17-area
magikarp,kanto-route-18-area
magikarp,kanto-sea-route-21-area
magikarp,kanto-route-22-area
magikarp,kanto-route-24-area
magikarp,kanto-route-25-area
magikarp,tohjo-falls-area
magikarp,cerulean-cave-1f
magikarp,cerulean-cave-2f
magikarp,cerulean-cave-b1f
magikarp,kanto-route-23-area
magikarp,kanto-safari-zone-middle
magikarp,kanto-safari-zone-area-1-east
magikarp,kanto-safari-zone-area-2-north
magikarp,kanto-safari-zone-area-3-west
magikarp,vermilion-city-ss-anne-dock
magikarp,petalburg-city-area
magikarp,slateport-city-area
magikarp,lilycove-city-area
magikarp,mossdeep-city-area
magikarp,sootopolis-city-area
magikarp,ever-grande-city-area
magikarp,meteor-falls-area
magikarp,meteor-falls-back
magikarp,meteor-falls-b1f
magikarp,meteor-falls-backsmall-room
magikarp,seafloor-cavern-area
magikarp,hoenn-victory-road-b2f
magikarp,shoal-cave-area
magikarp,abandoned-ship-area
magikarp,hoenn-route-102-area
magikarp,hoenn-route-103-area
magikarp,hoenn-route-104-area
magikarp,hoenn-route-105-area
magikarp,hoenn-route-106-area
magikarp,hoenn-route-107-area
magikarp,hoenn-route-108-area
magikarp,hoenn-route-109-area
magikarp,hoenn-route-110-area
magikarp,hoenn-route-111-area
magikarp,hoenn-route-114-area
magikarp,hoenn-route-115-area
magikarp,hoenn-route-117-area
magikarp,hoenn-route-118-area
magikarp,hoenn-route-119-area
magikarp,hoenn-route-120-area
magikarp,hoenn-route-121-area
magikarp,hoenn-route-122-area
magikarp,hoenn-route-123-area
magikarp,hoenn-route-124-area
magikarp,hoenn-route-125-area
magikarp,hoenn-route-126-area
magikarp,hoenn-route-127-area
magikarp,hoenn-route-128-area
magikarp,hoenn-route-129-area
magikarp,hoenn-route-130-area
magikarp,hoenn-route-131-area
magikarp,hoenn-route-132-area
magikarp,hoenn-route-133-area
magikarp,hoenn-route-134-area
magikarp,hoenn-safari-zone-nwmach-bike-area
magikarp,hoenn-safari-zone-sw
magikarp,dewford-town-area
magikarp,pacifidlog-town-area
magikarp,hoenn-safari-zone-expansion-south
magikarp,ss-anne-area
magikarp,berry-forest-area
magikarp,icefall-cave-entrance
magikarp,icefall-cave-waterfall
magikarp,kindle-road-area
magikarp,treasure-beach-area
magikarp,cape-brink-area
magikarp,bond-bridge-area
magikarp,resort-gorgeous-area
magikarp,water-labyrinth-area
magikarp,five-isle-meadow-area
magikarp,memorial-pillar-area
magikarp,outcast-island-area
magikarp,green-path-area
magikarp,water-path-area
magikarp,ruin-valley-area
magikarp,trainer-tower-area
magikarp,tanoby-ruins-area
magikarp,one-island-area
magikarp,four-island-area
magikarp,five-island-area
magikarp,marvelous-bridge-area
magikarp,nature-sanctuary-area
magikarp,kalos-route-3-area
magikarp,kalos-route-22-area
magikarp,parfum-palace-area
magikarp,kanto-route-4-pokemon-center
magikarp,johto-safari-zone-zone-meadow
magikarp,johto-safari-zone-zone-swamp
magikarp,johto-safari-zone-zone-marshland
magikarp,johto-safari-zone-zone-rocky-beach
magikarp,johto-safari-zone-zone-wetland
magikarp,kanto-route-3-pokemon-center
magikarp,alola-route-7-area
magikarp,alola-route-8-main
magikarp,alola-route-9-main
magikarp,alola-route-13-area
magikarp,alola-route-14-area
magikarp,alola-route-15-main
magikarp,akala-outskirts-area
magikarp,ancient-poni-path-area
magikarp,brooklet-hill-north
magikarp,brooklet-hill-south
magikarp,brooklet-hill-totems-den
magikarp,hauoli-city-beachfront
magikarp,kalae-bay-area
magikarp,malie-garden-area
magikarp,melemele-sea-area
magikarp,paniola-town-area
magikarp,poni-breaker-coast-area
magikarp,poni-gauntlet-area
magikarp,poni-meadow-area
magikarp,poni-wilds-area
magikarp,seafolk-village-main
magikarp,seaward-cave-area
magikarp,secluded-shore-area
magikarp,tapu-village-area
magikarp,vast-poni-canyon-northwest
butterfree,ilex-forest-area
butterfree,johto-route-34-area
butterfree,johto-route-35-area
butterfree,johto-route-36-area
butterfree,johto-route-37-area
butterfree,johto-route-38-area
butterfree,johto-route-39-area
butterfree,lake-of-rage-area
butterfree,kanto-route-26-area
butterfree,kanto-route-27-area
butterfree,kanto-route-2-south-towards-viridian-city
butterfree,kanto-route-24-area
butterfree,kanto-route-25-area
butterfree,kanto-route-2-north-towards-pewter-city
butterfree,viridian-forest-area
butterfree,unova-route-12-area
butterfree,azalea-town-area
butterfree,alola-route-5-area
butterfree,lush-jungle-north
butterfree,lush-jungle-south
butterfree,lush-jungle-west
butterfree,melemele-meadow-area
gyarados,canalave-city-area
gyarados,eterna-city-area
gyarados,pastoria-city-area
gyarados,sunyshore-city-area
gyarados,sinnoh-pokemon-league-area
gyarados,valley-windworks-area
gyarados,fuego-ironworks-area
gyarados,mt-coronet-1f-route-207
gyarados,mt-coronet-4f
gyarados,mt-coronet-b1f
gyarados,great-marsh-area-1
gyarados,great-marsh-area-2
gyarados,great-marsh-area-3
gyarados,great-marsh-area-4
gyarados,great-marsh-area-5
gyarados,great-marsh-area-6
gyarados,sinnoh-victory-road-b1f
gyarados,sinnoh-victory-road-inside-b1f
gyarados,ravaged-path-area
gyarados,oreburgh-gate-b1f
gyarados,sendoff-spring-area
gyarados,iron-island-area
gyarados,lake-verity-before-galactic-intervention
gyarados,lake-verity-after-galactic-intervention
gyarados,lake-valor-area
gyarados,lake-acuity-area
gyarados,sinnoh-route-203-area
gyarados,sinnoh-route-204-south-towards-jubilife-city
gyarados,sinnoh-route-204-north-towards-floaroma-town
gyarados,sinnoh-route-205-south-towards-floaroma-town
gyarados,sinnoh-route-205-east-towards-eterna-city
gyarados,sinnoh-route-208-area
gyarados,sinnoh-route-209-area
gyarados,sinnoh-route-210-west-towards-celestic-town
gyarados,sinnoh-route-212-north-towards-hearthome-city
gyarados,sinnoh-route-212-east-towards-pastoria-city
gyarados,sinnoh-route-213-area
gyarados,sinnoh-route-214-area
gyarados,sinnoh-route-218-area
gyarados,sinnoh-route-219-area
gyarados,sinnoh-route-221-area
gyarados,sinnoh-route-222-area
gyarados,sinnoh-route-224-area
gyarados,sinnoh-route-225-area
gyarados,sinnoh-route-227-area
gyarados,sinnoh-route-228-area
gyarados,sinnoh-route-229-area
gyarados,twinleaf-town-area
gyarados,celestic-town-area
gyarados,resort-area-area
gyarados,sinnoh-sea-route-220-area
gyarados,sinnoh-sea-route-223-area
gyarados,sinnoh-sea-route-226-area
gyarados,sinnoh-sea-route-230-area
gyarados,lake-of-rage-area
gyarados,seafoam-islands-b3f
gyarados,seafoam-islands-b4f
gyarados,mt-silver-1f
gyarados,kanto-route-12-area
gyarados,kanto-sea-route-19-area
gyarados,kanto-sea-route-20-area
gyarados,cinnabar-island-area
gyarados,viridian-city-area
gyarados,cerulean-city-area
gyarados,vermilion-city-area
gyarados,fuchsia-city-area
gyarados,pallet-town-area
gyarados,kanto-route-4-area
gyarados,kanto-route-6-area
gyarados,kanto-route-10-area
gyarados,kanto-route-11-area
gyarados,kanto-route-13-area
gyarados,kanto-sea-route-21-area
gyarados,kanto-route-22-area
gyarados,kanto-route-24-area
gyarados,kanto-route-25-area
gyarados,cerulean-cave-1f
gyarados,cerulean-cave-2f
gyarados,cerulean-cave-b1f
gyarados,kanto-route-23-area
gyarados,sootopolis-city-area
gyarados,ss-anne-area
gyarados,berry-forest-area
gyarados,icefall-cave-entrance
gyarados,icefall-cave-waterfall
gyarados,kindle-road-area
gyarados,treasure-beach-area
gyarados,cape-brink-area
gyarados,bond-bridge-area
gyarados,resort-gorgeous-area
gyarados,water-labyrinth-area
gyarados,five-isle-meadow-area
gyarados,memorial-pillar-area
gyarados,outcast-island-area
gyarados,green-path-area
gyarados,water-path-area
gyarados,ruin-valley-area
gyarados,trainer-tower-area
gyarados,tanoby-ruins-area
gyarados,one-island-area
gyarados,four-island-area
gyarados,five-island-area
gyarados,nature-sanctuary-area
gyarados,kalos-route-3-area
gyarados,kalos-route-22-area
gyarados,parfum-palace-area
gyarados,johto-safari-zone-zone-marshland
gyarados,alola-route-7-area
gyarados,alola-route-8-main
gyarados,alola-route-9-main
gyarados,alola-route-13-area
gyarados,alola-route-14-area
gyarados,alola-route-15-main
gyarados,akala-outskirts-area
gyarados,ancient-poni-path-area
gyarados,brooklet-hill-north
gyarados,brooklet-hill-south
gyarados,brooklet-hill-totems-den
gyarados,hauoli-city-beachfront
gyarados,kalae-bay-area
gyarados,malie-garden-area
gyarados,melemele-sea-area
gyarados,paniola-town-area
gyarados,poni-breaker-coast-area
gyarados,poni-gauntlet-area
gyarados,poni-meadow-area
gyarados,poni-wilds-area
gyarados,seafolk-village-main
gyarados,seaward-cave-area
gyarados,secluded-shore-area
gyarados,tapu-village-area
gyarados,vast-poni-canyon-northwest
lapras,sinnoh-victory-road-inside-b1f
lapras,union-cave-b2f
lapras,icefall-cave-waterfall
lapras,village-bridge-area
lapras,kalos-route-12-area
lapras,azure-bay-area
lapras,saffron-city-silph-co-7f
lapras,johto-safari-zone-zone-rocky-beach
lapras,ancient-poni-path-area
lapras,poni-breaker-coast-area
lapras,poni-wilds-area
lapras,poke-pelago-poni-island-reached
lapras,poke-pelago-elite-four-defeated
ditto,sinnoh-route-218-area
ditto,johto-route-34-area
ditto,johto-route-35-area
ditto,johto-route-47-area
ditto,kanto-route-13-area
ditto,kanto-route-14-area
ditto,kanto-route-15-area
ditto,cerulean-cave-1f
ditto,cerulean-cave-2f
ditto,cerulean-cave-b1f
ditto,kanto-route-23-area
ditto,pokemon-mansion-b1f
ditto,desert-underpass-area
ditto,giant-chasm-forest
ditto,giant-chasm-forest-cave
ditto,pokemon-village-area
ditto,johto-safari-zone-zone-wetland
ditto,alola-route-9-main
ditto,alola-route-9-police-station
ditto,konikoni-city-area
ditto,mount-hokulani-main
ditto,mount-hokulani-east
ditto,mount-hokulani-west
eevee,castelia-city-area
eevee,kalos-route-10-area
eevee,celadon-city-celadon-mansion
eevee,goldenrod-city-bills-house
eevee,hearthome-city-area
eevee,alola-route-4-area
eevee,alola-route-6-north
eevee,alola-route-6-south
eevee,paniola-ranch-area
porygon,veilstone-city-area
porygon,alola-route-15-aether-house
omanyte,cinnabar-island-cinnabar-lab
omanyte,alola-route-8-fossil-restoration-center
weedle,eterna-forest-area
weedle,sinnoh-route-204-south-towards-jubilife-city
weedle,sinnoh-route-204-north-towards-floaroma-town
weedle,johto-route-30-area
weedle,johto-route-31-area
weedle,ilex-forest-area
weedle,johto-route-34-area
weedle,johto-route-35-area
weedle,national-park-area
weedle,unknown-all-bugs-area
weedle,johto-route-36-area
weedle,johto-route-37-area
weedle,johto-route-38-area
weedle,johto-route-39-area
weedle,lake-of-rage-area
weedle,kanto-route-26-area
weedle,kanto-route-27-area
weedle,kanto-route-2-south-towards-viridian-city
weedle,kanto-route-24-area
weedle,kanto-route-25-area
weedle,kanto-route-2-north-towards-pewter-city
weedle,viridian-forest-area
weedle,pattern-bush-area
weedle,kalos-route-2-area
weedle,santalune-forest-area
weedle,azalea-town-area
kabuto,cinnabar-island-cinnabar-lab
kabuto,alola-route-8-fossil-restoration-center
aerodactyl,cinnabar-island-cinnabar-lab
aerodactyl,seafolk-village-huntail-boat
snorlax,kanto-route-12-area
snorlax,vermilion-city-area
snorlax,kanto-route-11-area
snorlax,kanto-route-16-area
snorlax,kalos-route-7-area
snorlax,alola-route-1-south
articuno,seafoam-islands-b4f
articuno,roaming-sinnoh-area
articuno,ultra-space-wilds-cliff
articuno,sea-spirits-den-area
articuno,roaming-kalos-area
articuno,ultra-space-ultra-space-wilds-cliff
zapdos,kanto-route-10-area
zapdos,power-plant-area
zapdos,roaming-sinnoh-area
zapdos,ultra-space-wilds-cliff
zapdos,sea-spirits-den-area
zapdos,roaming-kalos-area
zapdos,ultra-space-ultra-space-wilds-cliff
moltres,mt-silver-top
moltres,kanto-victory-road-2-2f
moltres,roaming-sinnoh-area
moltres,mt-ember-summit
moltres,ultra-space-wilds-cliff
moltres,sea-spirits-den-area
moltres,roaming-kalos-area
moltres,ultra-space-ultra-space-wilds-cliff
dratini,mt-coronet-4f
dratini,dragons-den-area
dratini,johto-route-45-area
dratini,kanto-safari-zone-middle
dratini,kanto-safari-zone-area-1-east
dratini,kanto-safari-zone-area-2-north
dratini,kanto-safari-zone-area-3-west
dratini,dragonspiral-tower-outside
dratini,kalos-route-21-area
dratini,floccesy-town-area
dratini,johto-safari-zone-zone-swamp
dratini,poni-gauntlet-area
dratini,poni-meadow-area
dratini,vast-poni-canyon-northwest
dragonair,mt-coronet-4f
dragonair,dragons-den-area
dragonair,johto-route-45-area
dragonair,kanto-safari-zone-middle
dragonair,kanto-safari-zone-area-1-east
dragonair,kanto-safari-zone-area-2-north
dragonair,kanto-safari-zone-area-3-west
dragonair,dragonspiral-tower-outside
dragonair,kalos-route-21-area
dragonair,poni-gauntlet-area
dragonair,poni-meadow-area
dragonair,vast-poni-canyon-northwest
dragonite,dragonspiral-tower-outside
dragonite,poni-gauntlet-area
kakuna,eterna-forest-area
kakuna,johto-route-30-area
kakuna,johto-route-31-area
kakuna,ilex-forest-area
kakuna,johto-route-34-area
kakuna,johto-route-35-area
kakuna,national-park-area
kakuna,johto-route-36-area
kakuna,johto-route-37-area
kakuna,johto-route-38-area
kakuna,johto-route-39-area
kakuna,lake-of-rage-area
kakuna,kanto-route-26-area
kakuna,kanto-route-27-area
kakuna,kanto-route-2-south-towards-viridian-city
kakuna,kanto-route-24-area
kakuna,kanto-route-25-area
kakuna,kanto-route-2-north-towards-pewter-city
kakuna,viridian-forest-area
kakuna,pattern-bush-area
kakuna,unova-route-12-area
kakuna,santalune-forest-area
kakuna,azalea-town-area
mewtwo,cerulean-cave-b1f
mewtwo,ultra-space-wilds-crag
mewtwo,unknown-dungeon-area
mewtwo,ultra-space-ultra-space-wilds-rocky
mew,faraway-island-area
chikorita,new-bark-town-area
chikorita,hoenn-route-101-area
chikorita,littleroot-town-area
chikorita,alola-route-2-main
cyndaquil,new-bark-town-area
cyndaquil,hoenn-route-101-area
cyndaquil,littleroot-town-area
cyndaquil,alola-route-3-main
totodile,new-bark-town-area
totodile,hoenn-route-101-area
totodile,littleroot-town-area
totodile,seaward-cave-area
beedrill,ilex-forest-area
beedrill,johto-route-34-area
beedrill,johto-route-35-area
beedrill,johto-route-36-area
beedrill,johto-route-37-area
beedrill,johto-route-38-area
beedrill,johto-route-39-area
beedrill,lake-of-rage-area
beedrill,kanto-route-26-area
beedrill,kanto-route-27-area
beedrill,kanto-route-2-south-towards-viridian-city
beedrill,kanto-route-2-north-towards-pewter-city
beedrill,viridian-forest-area
beedrill,unova-route-12-area
beedrill,azalea-town-area
beedrill,alola-route-4-area
sentret,sinnoh-route-202-area
sentret,johto-route-29-area
sentret,johto-route-43-area
sentret,kanto-route-1-area
sentret,five-isle-meadow-area
sentret,water-path-area
sentret,canyon-entrance-area
sentret,kalos-route-6-area
sentret,johto-safari-zone-zone-swamp
sentret,johto-safari-zone-zone-wetland
furret,johto-route-43-area
furret,kanto-route-1-area
hoothoot,eterna-forest-area
hoothoot,great-marsh-area-1
hoothoot,great-marsh-area-2
hoothoot,great-marsh-area-3
hoothoot,great-marsh-area-4
hoothoot,great-marsh-area-5
hoothoot,great-marsh-area-6
hoothoot,sinnoh-route-205-east-towards-eterna-city
hoothoot,sinnoh-route-210-south-towards-solaceon-town
hoothoot,sinnoh-route-210-west-towards-celestic-town
hoothoot,sinnoh-route-211-west-towards-eterna-city
hoothoot,johto-route-29-area
hoothoot,johto-route-30-area
hoothoot,johto-route-31-area
hoothoot,johto-route-32-area
hoothoot,ilex-forest-area
hoothoot,johto-route-34-area
hoothoot,johto-route-35-area
hoothoot,national-park-area
hoothoot,johto-route-36-area
hoothoot,johto-route-37-area
hoothoot,johto-route-38-area
hoothoot,johto-route-39-area
hoothoot,johto-route-43-area
hoothoot,lake-of-rage-area
hoothoot,kanto-route-26-area
hoothoot,kanto-route-27-area
hoothoot,kanto-route-1-area
hoothoot,kanto-route-2-south-towards-viridian-city
hoothoot,kanto-route-5-area
hoothoot,kanto-route-25-area
hoothoot,kanto-route-2-north-towards-pewter-city
hoothoot,viridian-forest-area
hoothoot,hoenn-safari-zone-expansion-south
hoothoot,hoenn-safari-zone-expansion-north
hoothoot,lush-jungle-north
hoothoot,lush-jungle-south
hoothoot,lush-jungle-west
hoothoot,poke-pelago-poni-island-reached
hoothoot,poke-pelago-ulaula-island-reached
hoothoot,poke-pelago-elite-four-defeated
noctowl,mt-coronet-exterior-snowfall
noctowl,mt-coronet-exterior-blizzard
noctowl,great-marsh-area-1
noctowl,great-marsh-area-2
noctowl,great-marsh-area-3
noctowl,great-marsh-area-4
noctowl,sendoff-spring-area
noctowl,lake-valor-area
noctowl,lake-acuity-area
noctowl,acuity-lakefront-area
noctowl,sinnoh-route-210-south-towards-solaceon-town
noctowl,sinnoh-route-210-west-towards-celestic-town
noctowl,sinnoh-route-211-east-towards-celestic-town
noctowl,sinnoh-route-216-area
noctowl,sinnoh-route-217-area
noctowl,ilex-forest-area
noctowl,johto-route-37-area
noctowl,johto-route-38-area
noctowl,johto-route-39-area
noctowl,johto-route-43-area
noctowl,johto-route-47-area
noctowl,kanto-route-26-area
noctowl,kanto-route-27-area
noctowl,kanto-route-2-south-towards-viridian-city
noctowl,kanto-route-5-area
noctowl,kanto-route-8-area
noctowl,kanto-route-11-area
noctowl,kanto-route-13-area
noctowl,kanto-route-14-area
noctowl,kanto-route-15-area
noctowl,kanto-route-25-area
noctowl,kanto-route-2-north-towards-pewter-city
noctowl,viridian-forest-area
noctowl,abundant-shrine-area
noctowl,nature-sanctuary-area
noctowl,kalos-route-20-area
noctowl,pokemon-village-area
noctowl,lush-jungle-north
noctowl,lush-jungle-south
noctowl,lush-jungle-west
ledyba,johto-route-29-area
ledyba,johto-route-30-area
ledyba,johto-route-31-area
ledyba,johto-route-34-area
ledyba,johto-route-35-area
ledyba,national-park-area
ledyba,johto-route-36-area
ledyba,johto-route-37-area
ledyba,johto-route-38-area
ledyba,johto-route-39-area
ledyba,kanto-route-2-south-towards-viridian-city
ledyba,kanto-route-2-north-towards-pewter-city
ledyba,hoenn-safari-zone-expansion-north
ledyba,pattern-bush-area
ledyba,kalos-route-4-area
ledyba,alola-route-1-east
ledyba,alola-route-1-south
ledyba,alola-route-1-west
ledian,sinnoh-route-229-area
ledian,kanto-route-2-south-towards-viridian-city
